Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Zhongxin Textile (BD) Ltd.,1683,Active,"Xiao Huasong , Managing Director","1492, Zamir Uddin Road, North Khaliakoir, National University, Gazipur","1492, Zamir Uddin Road, North Khaliakoir, National University, Gazipur",Phone: 01763891713,,danniel@zszxfl.com,,"Ribbons, tapes, Printed Label, Metal Button",https://www.bgapmea.org/index.php/member/member_details/1331
NRG Printing & Pacakging,937,Active,"Md. Mukhlesur Rahman, Proprietor","60, (Old), 86 ( New) Bangabandhu Road, Narayanganj-1400","Jamirdia, Masterbari, Valuka, Mymensingh","7646340, 7645959, 01730375935",7633811,"nrgroup@dhaka.net, nazim@nrgroup-bd.com",,"Label Printing, Hang Tag, Bar Code, Price Tag, Sticker, Card Board, Raper Band, Photoinlay, Insert Board, Carton etc. Printing & Packaging.",https://www.bgapmea.org/index.php/member/member_details/508
Prime Trims Industries Ltd.,1094,Active,"Mominul Haque Bhuiyan, Chairman","FlaT-5B, House # 01, Road # 28, Sector-07, Uttara Model Town, Dhaka-1230","Hatiab, Khirpara, Block-A, Ward # 23, Gazipur Sadar, Gazipur",8963923,8959006,mhaque_pti@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/581
Winter & Summer,1966,Active,"Md. Alimul Haque, Proprietor","488/2, East Dhirasram, Gazipur Sadar, Joydebpur, Gazipur-1700","488/2, East Dhirasram, Gazipur Sadar, Joydebpur, Gazipur-1700",01911081323,,alim0171@gmail.com,,"Photo Card, Box, Hang Tag, Twill Tape, Drowestring, Sewing Thread, Elastic",https://www.bgapmea.org/index.php/member/member_details/1603
Laam Printing & Fashion,2089,Active,"Md. Shahidul Islam, Managing Partner","Plot # 1831, Holding-95, Diyabari, Nishatnagar, Turag, Dhaka-1230","Plot # 1831, Holding-95, Diyabari, Nishatnagar, Turag, Dhaka-1230",01711813125,,laam@laampf.com,www.laampf.com,"Labels, Heat Transfer, Zippers, Buttons, Thread, Tapes & Ribbons, Elastic, Offset print etc",https://www.bgapmea.org/index.php/member/member_details/1717
MNC Packages Ltd.,148,Active,"Shahzada Mahmud Chowdhury, Managing Director.","C/15-16,Block-B, BSCIC Industrial Estate, Sagarika Road, Chittagong.","C/15-18, Block-B, BSCIC Industrial Estate, Sagarika Road, Chittagong.",031-751646,031-710848,smahmud.chy@gmail.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/446
Al-Noor Printing & Accessories Ltd.,532,Active,"Md. Javed Masud, Managing Director","291, Fakirapul, Dhaka.","389, Shimrail, Siddirgonj, Narayanganj",7192295,7193168,joarder124@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Photo Card, Fashion Board etc.",https://www.bgapmea.org/index.php/member/member_details/47
Plastic Man (Pvt.) Ltd.,344,Active,"Mr. Tapan Kumar Saha, Managing Director","1, Nayamati Road, Narayangonj","1, Nayamati Road, Narayangonj","7633296, 01196065703",7630994,pman@dhaka.net,,All kinds of garments accessories,https://www.bgapmea.org/index.php/member/member_details/564
Yamin Accessories Ltd.,1822,Active,"Mohammad Salman, Managing Director","House # 15, Road # 17/A, Sector # 12, Uttara, Dhaka-1230","Kewa, Boherarchala, Holding # 295, Block # C, Ward # 09, Sreepur, Gazipur-1740","+8809612500123, 01713221615",,"info_yamin@lantaburgroup.com, arif@lantaburgroup.com",,"Carton, Poly, Gum Tape, Yarn Dyeing (Sewing Thread)",https://www.bgapmea.org/index.php/member/member_details/1465
Beco Packaging,204,Active,"Kaiser Alam (Selim), Proprietor","232-234, Tejgaon I/A, Dhaka-1208.","232-234, Tejgaon I/A, Dhaka-1208.","Tel: 8829316, 01819228454",8823283,tapashbeco@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, hang tag, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/98
Shahin Howlader Printing & Packaging Ind. Ltd.,1790,Active,"Md. Shahin Howlader, Managing Director","62/1, Kuril Chowrasta, Level-3, P.O.: Khilkhet, Vatara, Dhaka-1229","Bhabanipur, Gazipur Sadar, Gazipur","01973222611, 01973222607, 01711547602",,shahinhowladerppil@gmail.com,,"Corrugated Carton, Plastic Bottle, All kinds of Hallway Tape",https://www.bgapmea.org/index.php/member/member_details/1428
Emaaj Accessories (BD) Ltd.,737,Active,"Aliur Rahman, Managing Director","837, Ibrahimpur, Kafrul, Dhaka","Jinjira, Birulia, Savar, Dhaka","9871885, 01716599701",9871885,emaaj4@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/199
Enviro Pac Limited,1021,Active,"Azizur Rahman, Director","4/2, Mouja 135, Gopalpur, Munnu Nagar, Tongi, Gazipur","Tepir Bari, Tangra, Sreepur, Gazipur","9882514, 01841115522",9882610,info@ntg.com.bd,www.ntg.com.bd,Printed Poly Bag.,https://www.bgapmea.org/index.php/member/member_details/201
International Trimmings & Labels Bangladesh Private Ltd.,1800,Active,"Asitha Suranjith Anton Madurwala Don, Managing Director","Prominent Tower (9th floor), Plot # 01, Road # 02, Sector # 3, Uttara, Dhaka-1230.","Village & Post: Tangra, P.S.: Sreepur, District: Gazipur","01713426047, 01713426019",,"info@itl-group.com.bd, mubarak.hossain@itl-group.com.bd",www.itl-group.com,All kind of Trimmings & Labels,https://www.bgapmea.org/index.php/member/member_details/1444
Glory Tapes & Labels Limited.,1155,Active,"Abul Kalam Sikder, Managing Director","43 N. A Chowdhury Road, Anderkilla, Chattogram.","South Pahartoli, Word No. 1, Brammanpara, Chowdhury Hat, Hathazari, Chattogram.","880 31 613957, 2866426 Cell : 01817721345",031-2866426,"glorypm@yahoo.com, siimex52@hotmail.com",,"Garments Accessories ( Tape, Sticker, Labels)",https://www.bgapmea.org/index.php/member/member_details/259
M. Industries Corporation,1430,Active,"Mr. Debabrata Kumar Paul , Proprietor","24/1, Al-Fala Market, 144, Mitford Road, Imamgonj, Dhaka.","Haji Altaf Hossain Market, Kalindi, Keraniganj Model, Dhaka","7320479, 01674497541",,mindustriescorporation@gmail.com,,All kinds of Gum Tape,https://www.bgapmea.org/index.php/member/member_details/1068
M. I Green Lon Co. Ltd.,1582,Active,"Md. Abdul Gafur Miah , Managing Dircector","Plot t# 5 House # 17, Road # 22, Block-K, Banani, Dhaka-1213.","Sreepur Bus Stand, Ashulia, Savar, Dhaka-1349.","55035746-48, 01711508634",55035749,afgafurmukta@gmail.com,,"Interlining, Padding, Quilting, Niddle Punch, Crush Fiber, Ball Fiber, Geo Felt, Home Tex etc.",https://www.bgapmea.org/index.php/member/member_details/1212
Indesore Printing & Accessories Ltd.,1225,Active,"Mohammed Rokunuzzaman, Chairman","Bagnibari, Birulia, Savar-1216.","Bagnibari, Birulia, Savar-1216.","9678219219, 01730045179",9678219219,kauser@indesore.com,,"Back Board, Neck Board, Photo Card, Photo Inle, Tissue Paper, Bar Code, Price Tag, Size Tag, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/310
Aims Enterprise,1943,Active,"Md. Rana Uddin, Proprietor","Dag No. 1610, Chamurkhan, Uttarkhan, Uttara, Dhaka-1230","Dag No. 1610, Chamurkhan, Uttarkhan, Uttara, Dhaka-1230",01612845473,,"aimsrana05@yahoo.com, r.uddin@aimsbd.net",www.aimsbd.net,"Label, Price Tag, Hang Tag, Photo Card, Back Board, Drawstring, Drawcord",https://www.bgapmea.org/index.php/member/member_details/1583
Ptenga Auto Pack Industries,2107,Active,"Mohammad Shahadat Hossain, Managing Partner","Charpara Road, South Muslimabad, North Patenga, Word No.40, P.S. Patenga, Chattagram-4204","Charpara Road, South Muslimabad, North Patenga, Word No.40, P.S. Patenga, Chattagram-4204",01975600601,,patengaautopack@gmail.com,,All Types of Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1730
Nishat Packaging & Printing Ind. Ltd.,850,Active,"A. K. Azad, Managing Director","407, Tejgaon Industrial Area, Dhaka.","Nishat Nagar, Tongi, Gazipur.",8816850,8826090,"hai@hameemgroup.com, azad@hameemgroup.com",,"Corrugated Carton, Barcode, Hang Tag, Price Tag, Photo Card/Board, Photo in lay, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/499
Poly Point Ltd.,1177,Active,"Md. Salim Ullah, Managing Director","Musabia Market, Bahaddarhat Bus terminal, Chandgaon, Chattogram","Musabia Market, Bahaddarhat Bus terminal, Chandgaon, Chattogram","031-2571016, 01819-344255, 01819344255",671011,polypointbd@yahoo.com,,"Printed Poly Bag, BOPP Bag, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/570
Stella International,1987,Active,"Nakib Zaman, Managing Partner","House # 110, Road # 03, Block-F, Banani, Dhaka-1213","Palashbari, Savar Cantonment-1344, Ashulia, Savar, Dhaka",01730052038,,nakib.zaman@gmail.com,,"Various types of Label, Poly Bag, Gum Tape, Carton & other accessories",https://www.bgapmea.org/index.php/member/member_details/1625
Green Label & Accessories,1412,Active,"Mr. Md. Ataur Rahman , Proprietor","Alam Tower, 12 DIT Ext. Avenue (East), Room-208 (1st floor), Motijheel, Dhaka-1000","Nandalalpur, Kutubpur, Fatullah, Narayangonj","02 47120998, 01711435851,",,"greenlabel.ar@gmail.com, dalimrum@gmail.com",,"Back Board, Neck Board, Photo Inlay, Poly Bag Bilister/Pe Poly, BOPP etc.",https://www.bgapmea.org/index.php/member/member_details/1051
H-B Trims And Accessories,2023,Active,"Afia Fahmida Huma, Proprietor","House # B-3, B-21, Utshob Plaza, Bazar Road, Savar, Dhaka-1340","165, West Rajason, Savar, Dhaka","01784813250, 01611162322",,hb.trims@gmail.com,,"Poy Bag,Hang Tag, Price Tag, Size Tag, Photo Box, Photo In lay, Bar Code, Back Board, Neck Board, Printed Label, Elastic, Twill Tape, Sewing Thread, Hanger, PVC Box",https://www.bgapmea.org/index.php/member/member_details/1655
Chiklee Trims & Accessories Ltd.,1858,Active,"Md. Shahin Mohammad Habibullah, Managing Director","4, Bijoy Nagar (10th floor), Dhaka-1000.","578, Sharifpur (Taltola), National University, Gazipur-1704","+880-2-41070046, 41070047, Cell: 01713035459",,shahinhabibullah@gmail.com,,"Duplex Board, Elastic, Gum Tape, PP Poly Bag, Plastic Hanger",https://www.bgapmea.org/index.php/member/member_details/1494
KS Trim & Accessories Limited,1703,Active,"Md. Thoufikul Alam, Managing Director","1182/A, Ahmad Ali Road, Baluchara, Kulgaon, Jalalabad, Baizid Bostami, Chattogram.","Jalabad, Baizid Bostami, Chattogram, Bangladesh.",01994409858,,thoufik.ks@gmail.com,,"PP Bag, Gum Tape (BOPP & PP), Paper Tag & Board, Adhesive Tape, Ink, Glue and Ribon (Paper & Satin) etc.",https://www.bgapmea.org/index.php/member/member_details/1338
Premium Sourcing BD,1921,Active,"Md. Tamiz Uddin Chowdhury, Proprietor","436/B/689, Munshipara, Shuppol, North Kattali, Pahartoli, Chattogram","436/B/689, Munshipara, Shuppol, North Kattali, Pahartoli, Chattogram",01819644900,,tamiz.psbd@gmail.com,,"Elastic, Drawstring, Twill Tape, Ribbon, Heat Seal/Labels, Sewing Thread, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/1554
Texmart Industries Ltd.,1705,Active,"Mr. Badrul Hayder Chowdhury, Managing Director","House # 29 (1st floor), Road # 05, Block # C, Rampura, Dhaka-1219","35/G, Beparipara, Uttor Khan, Dhaka-1230","01715834598, 01928888101",,"kamal_moontexbd@yahoo.com, texmart18@gmail.com",,"Cartoon Box with pack all size, pp bag with printing",https://www.bgapmea.org/index.php/member/member_details/1326
Trims Manufacturing Ltd.,1189,Active,"Shohagh Ahmed, Managing Director","House # 321/1, Apt-2nd Floor, Road#05, Baridhara DOHS, Dhaka","Sharifpur, Maleker Bari, Gazipur Sadar, Gazipur",01819230596,,shohagh@miragetextile.net,,"Twill Tape, Sewing, Thread, Elastic, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/809
Gen 20 Solution,1712,Active,"Mst. Soheli Parvin, Proprietor","H-13 (2nd Floor), R-26, Sector -07, Uttara, Dhaka-1230","Plot 91/2, Block-B, Village: Puran Kalia, Purankalia Road, Nisatnagar, Turag, Dhaka",01847363610,,info@gen20solution.com,,RFID Tag,https://www.bgapmea.org/index.php/member/member_details/1416
Pack Concern Ltd.,984,Active,"Md. Zakaria Imtiaz, Managing Director","House # 274, Word # 8, Block # B, East Para, Enayetnagor, Siddirgonj, Narayangonj -1400.","82, South Choura Para, Ward-24, Bandar, Narayanganj","7640444, 01916565786",,"zakaria@packconcern.com, packconcernltd@yahoo.com, info@packconcernltd.com",www.packconcern.com,"Corrugated Carton, Back Board, Neck Board, Collar Bone, Barcode, Hang Tag, Size Tag, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/529
Bud Accessories,1123,Active,"Mr. Md. Rezaul Karim (Akash) , Proprietor","85, Dilkhushabag, MOndol Plaza (4th fl), Birulia Road, Savar, Dhaka-1340","120/5, South Rajashon, Savar, Dhaka-1340","7742399, 01720067367",7741386,budaccbd@gmail.com,,"Poly Bags, OPP Gum Tape, Elastic & Printed Ribon",https://www.bgapmea.org/index.php/member/member_details/120
Rizvi Trims Ltd.,1857,Active,"Md. Shakil Rizvi, Managing Director","158-160, Motijheel C/A, Modhumita Building (4th floor), Dhaka-1000.","Anwar Jang Road, 02 No., Kalma, Savar, Dhaka-1341","9564650, 01715 864740",,info@rizvitrims.com,www.rizvifashions.com,"Screen Print, Photo Box, Photo Inlay, Case Cade, Back Board.",https://www.bgapmea.org/index.php/member/member_details/1493
Victoria Trims & Accessories,1828,Active,"Mirza Abdul Halim, Proprietor","Charpara, Katgor, North Patenga, Chattogram","Charpara, Katgor, North Patenga, Chattogram","01615003806, 01715778932",,"murtul5@gmail.com, commercialmehdipoly@gmail.com",,"Poly bag, LLDPE, HDPE, Back Board, Neck Board, Photo in lay, Paper Box, Price Tag, all types of yarn",https://www.bgapmea.org/index.php/member/member_details/1469
An-Noor Trims Industries,1577,Active,"Mohammad Jasim Uddin , Proprietor","12, DIT Extension (1st Floor), Alam Tower, Motijheel C/A, Dhaka.","860, West Bhuigar, Katubpur, Fatullah, Narayangongj.",Cel :018881 109566 9559893,,an-noortrims@gmail.com,,"Back Board, Photo inalay, Hang Tag, Elastic, poly, Label, Twile Tape, Drawstig, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/1208
Shampa Printing & Packaging Ind. Ltd.,300,Active,"Ebadul Islam Khan Badal, Managing Director","57/2, Kakrail (6th Floor), Dhaka-1000","Shimrail, Siddirgonj, Narayanganj","8317490, 01713313547",9338042,shampa01@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, hang tag, paper Band, bar Code, price Code, Sticker etc.",https://www.bgapmea.org/index.php/member/member_details/709
Flaxen Trims Limited,1534,Active,"Mohammad Biplob Kamal, Director","House# 13, Road#15, Sector#6, Uttara Model Town, Dhaka","Dag # 729, Meghdubi, Gazipur Sadar, Gazipur.","8913263, 8916198, 01739305209",8959481,"flaxen@flaxengroup.com, masud@flaxengroup.com",,"Seasoning Thread, Twill Tape, Elastic, Printing Label, Poly Bag, Gum Tape, Carton",https://www.bgapmea.org/index.php/member/member_details/1168
S. S. Elastic Accessories,2095,Active,"Md. Shahnaous Siddik, Managing Partner","Holding No. 0007-01, Pathantuli Road, Ward No. 01, Naranganj Sadar, Narayanganj-1400","Holding No. 0007-01, Pathantuli Road, Ward No. 01, Naranganj Sadar, Narayanganj-1400",01727426937,,"sselastic1@gmail.com, ssbipul@gmail.com",,"Jacquard Elastic, Twill Tape, Belt",https://www.bgapmea.org/index.php/member/member_details/1716
Patenga Packaging & Accessories Ind. Ltd.,1176,Active,"Md. Shahadat Hossain, Managing Director","J-24, Doompara, Charihalda, Patenga-4222, Chattogram","J-24, Doompara, Charihalda, Patenga-4222, Chattogram","031-2502141, 016154-50440, 01741-029044",031-2502142,patengapack@gmail.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/556
VFS Thread Dyeing Ltd.,1037,Active,"M. Azhar Rahman, Managing Director","House # 257 (3rd floor), Road # 03, Baridhara DOHS, Dhaka","RS-36, Vill: Gazipur, P.O.:BOF, Gazipur Sadar, Gazipur","8419542, 8415644, 01919035004",8414678,"info@vfsthread.com, md@vfsthread.com",,Sewing Thread.,https://www.bgapmea.org/index.php/member/member_details/839
ASI Metal Industries,2040,Active,"Kamal Hossen, Partner","Aukpara, Dairy Farm Road, Ashulia, Savar, Dhaka","Aukpara, Dairy Farm Road, Ashulia, Savar, Dhaka",01816035154,,"sales3@asimetalind.com, sales.asi2017@gmail.com",,Button,https://www.bgapmea.org/index.php/member/member_details/1664
Ivsan Trade International,1237,Active,"Mr. Misbaul Islam Mia, Partner","16 Naya Palton (3rd Floor), Masjeed Goli, Dhaka.","Soto Kustia, Tapra, Shebaloy, Manikganj","9334098 Cell : 01935467986, 0171 6802434",,dipum95@gmail.com,,"Carton Box, Tag, Collar, Insert, Back Board, Neck Board, Tissue Paper, Gum Tape, Label, Elastic, Non-Elastic",https://www.bgapmea.org/index.php/member/member_details/876
Star Associates Ltd.,697,Active,"Mehadi Hasan, Managing Director","House # 60/B, Road #130, Gulshan-01, Dhaka-1212","Shampur, Hemayetpur, Savar, Dhaka","8861490, 9889767, 01713-004894",8861767,starinfo@salbd.com,,"Carton, Back Board, Neck Board.",https://www.bgapmea.org/index.php/member/member_details/757
Lintec Accessories BD.,1653,Active,"Md. Arfan Uddin , Managing Partner","77 No Hazi Para, 3 No Ward, Aturer Dipu, Baizid, Chattogram.","77 No Hazi Para, 3 No Ward, Aturer Dipu, Baizid, Chattogram.",01819641560,,neptuneltd.bd@yahoo.com,,"PP. LDPE, Carton Box, Back Board, Neck Board, Hang Tag, Price Tag, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/1250
Max Speed Plastics Ltd.,180,Active,"Musfiq Rahman, Managing Director","House # 14, Road # 103,Block-J, Baridhara, Dhaka","Plot # B-195, BSCIC Industrial Estate, Tongi, Gazipur",9896895,9896895,maxspeedmspl@gmail.com,,Printed Poly Bag.,https://www.bgapmea.org/index.php/member/member_details/427
Garment PAC,2112,Active,"Nasima Akter, Proprietor","Plot-32/C, Tropical Alauddin Tower, Section-3, Uttara, Dhaka-1230","Holding-01, Chandra, Polli Biddut, Shafupur, Gazipur",01920722977,,info@garment-pac.com,www.garment-pac.com,"Heat Transfer Vinyl, Glitter Powder, Silicone Mold Sticker, Reflective Sticker, Heat Transfer High Density Sticker, TPU High frequency Sticker, Rubber Patch, Heat Transfer, Hot Stamping Foil, Metatic Sticker, PU Sticker, Silicone",https://www.bgapmea.org/index.php/member/member_details/1735
Swift Trims Manufacturing Ltd.,1550,Active,"Mr. Md. Shazzad Hossain Rasel, Managing Director","2492, Cfollege Road, Ashkona, Dokkhinkhan, Uttara, Dhaka-1230","2492, Cfollege Road, Ashkona, Dokkhinkhan, Uttara, Dhaka-1230",01611330564,,shazzad@swifttrimsorg.com,,"Twil Tape, Elastic, Drawstring, Lace, Belt etc.",https://www.bgapmea.org/index.php/member/member_details/1181
Banani Lace Industries,1409,Active,"Anayet Ullah, Proprietor","57, Malitola Road, Bangshal, Dhaka","38/7, Bamail, Sarulia, Demra, Dhaka",01711532474,9557073,,,"Polyster, Drawstring, Band Elastic, Elastic Cotton, Twill tap, Nylon Tap, Coning",https://www.bgapmea.org/index.php/member/member_details/1019
Unity Poly Industries Ltd.,788,Active,"Mohammad Rafiqul Islam, Managing Director","Plot # D-4 & 5, BSCIC I/E, Kalurghat, Chattogram","Plot # D-4 & 5, BSCIC I/E, Kalurghat, Chattogram",031-670649,031-2571895,unitypoly_ctg@yahoo.com,,"Printed Poly Bag, Back Board, Neck Board, Hang Tag, Price Tag, Photo Card/Board, Photo in lay, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/831
