Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Anik Poly & Packaging Industries Ltd.,1470,Active,"Md. Farhad Khan, Managing Director","House # 60, Road # 01, Sector # 12, Uttara, Dhaka-1230","112/5, Adaboy, Gazipur Sadar, Gazipur",01713022927,7192746,"anniprs@yahoo.com, forhadsrtex@gmail.com",,"PP/PE Poly Bag, Master Carton, Inner Carton, Top Bottom, TwilTape, Tissu Paper",https://www.bgapmea.org/index.php/member/member_details/1107
Deep-Laid Printing & Packaging,1515,Active,"Habibur Rahman , Proprietor","53/1, Kaptan Bazar, Wari, Dhaka-1203","9, Hazi Badsha Mia Road, Road # 6, Block-B, Matuail, Jatrabari, Dhaka-1362","01713002179, 01731645841, 7121585",88-027125931,deeplaid@dhaka.net,,Printing & Packaging,https://www.bgapmea.org/index.php/member/member_details/1341
Anura Accessories,712,Active,"Noor-E-Zannat, Managing Partner","Farm Cottage, 2103, Al-Amin Baria, Chandgaon, Chattogram","Farm Cottage, 2103, Al-Amin Baria, Chandgaon, Chattogram","031-670405, 01758244690",031-670405,anuraaccessories@yahoo.com,,"Elastic/Non-Elastic Band, Twill Tape, Sewing Thread, Drawstring/Draw Cord.",https://www.bgapmea.org/index.php/member/member_details/63
A. Rashid Sikder Ind. Limited,1223,Active,"Md. Shahidul Haque, Managing Director","House # 27, Road No. 02, Block-B, Banasree, Rampura, Dhaka","210, 212, Deshipara, Gazipur Sadar, Gazipur","8399858, 01613015258, 1624398385",,s.haque1967@yahoo.com,,"Carton, Poly Bag,Ggum Tape.",https://www.bgapmea.org/index.php/member/member_details/13
Chittagong Padding Mills Ltd.,446,Active,"Asaduzzaman, Managing Director","A-14, BSCIC I / E, Sagarika Road, Pahartali, Chattogram","A-14, BSCIC I / E, Sagarika Road, Pahartali, Chattogram","880-31-752867, 632814, 01755564287",752867,ctgpadding@gmail.com,,Padding Quilting,https://www.bgapmea.org/index.php/member/member_details/130
Aust Bangla Accessories Ind. Ltd.,1112,Active,"F. M. Touhidur Rahman, Managing Director","300, Nasirabad, I/A, Textile Gate, Nasirabad, Thana Road, Chattogram.","300, Nasirabad, I/A, Textile Gate, Nasirabad, Thana Road, Chattogram.","031-2584495, 2584496, 01719-294980",,"fmtr2002@yahoo.com, austbanglagroup@yahoo.com",,"Printed Poly Bag, BOPP Bag, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/84
Anfa Poly Industries Ltd.,2109,Active,"Mohammad Jahir Uddin, Managing Director","Plot # 11, Haji Raja Mia Yard, Bara Digir Par, Chikandandi, Fatehabad-4335, Hathazari, PS-Chattogram","Plot # 11, Haji Raja Mia Yard, Bara Digir Par, Chikandandi, Fatehabad-4335, Hathazari, PS-Chattogram",01765888825,,anfapolyindustries@gmail.com,,"Poly Bag, Cartons, Gum Tape, Hanger",https://www.bgapmea.org/index.php/member/member_details/1731
Asef Packaging & Printing Industry,734,Active,"Mr. Kazi Mizanur Rahman, Proprietor","Road # 8, House # 39/A (4th floor), Dhanmondi, Dhaka","Hindu Vakurta, Vakurta, Savar, Dhaka",9567934,9565046,asefpackaging@gmail.com,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/74
Button Tex Ltd.,1058,Active,"Md. Azad Khan, Managing Director","House # 60, South Shampur, Hemayetpur, Savar, Dhaka","House # 60, South Shampur, Hemayetpur, Savar, Dhaka","7710255, 7710241, 01713003343",9127706,"buttontexltd@gmail.com, md@buttontexbd.com, mupbabul@gmail.com",,"Pearl Button, Polyester Button, Chalk Button, Polyester Horn Button, Laser Button.",https://www.bgapmea.org/index.php/member/member_details/122
China-Bangla Zipper Industries Ltd.,1624,Active,"Mr. Md. Sirajul Islam , Managing Director","223/305, Chowtail, Roail, Dhamrai, Dhaka","223/305, Chowtail, Roail, Dhamrai, Dhaka",01628350414,,cbzipper2017@gmail.com,,All Kind of Metal Zipper,https://www.bgapmea.org/index.php/member/member_details/1282
Cresent Accessories Ltd.,701,Active,"ASF Rahman, Managing Director","Bel Tower, 19, Dhanmondi, Road # 1, Dhaka","Tatki, Tarabo, Rupgonj, Narayangonj",8618220-7,7701164,momotazul@beximtex.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Size Tag, Paper Band, Bar Code, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/152
Baridhara Packaging Ltd.,118,Active,"Enamul Haq, Managing Director","House # 33, Road # 03, Sector # 5, Uttara, Dhaka-1230","Baniar Chala (Member Bari), Vobanipur, Gazipur","02241091281-3, 01819218725, 01819223993",,atandragraphic@gmail.com,,"Corrugated Carton, Hang Tag, Price Tag, Back Board, Neck Board ctc.",https://www.bgapmea.org/index.php/member/member_details/96
Anik Trims Ltd.,1074,Active,"S.M. Malek, Managing Director","House # 04, Road # 08, Sector # 03, Uttara, Dhaka-1230","Golora Charkhanda, Jagir, Manikgonj","1733-040773, 01973040773",,"malek@anikgroupbd.com, ani_malek98@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Photocard, Paraphine, Colar Stand, Butterfly, Barcode Label, Hangtag, Interlining, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/57
Ayesha Accessories Industries,1868,Active,"Md. Sakib Rahman, Managing Partner","47/B, Nasirabad I/Area, Baizid Bostami Road, Textile Gate, Chattogram","47/B, Nasirabad I/Area, Baizid Bostami Road, Textile Gate, Chattogram",01677520520,,ayeshaaccessories2021@gmail.com,,"Printed Poly Bag, All Kinds of Hang Tag, Photo ard, Photo Inlay, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1501
AR Labels & Trims Ltd.,1961,Active,"Md. Abdur Rahim, Managing Director","Plot # 11, Road # 13, Sector-10, Uttara, Dhaka-1230","Tek Kathora, Salana Bazar, Ward No. 20, Gazipur Sadar, Gazipur-1700","01818546115, 01717232316",,anik@artrims.net,,"Woven Label, Printed Label, Screen Print, Offset Printing & Cutting, Sticker, Tissue Paper, Plastic items, PET & PVC Film items, Leather & Rubber Badge, Drawstring, Draw cord, Rope, Poly Bag, Tape & Ribbon, Jacquard, Woven & Knitted Elastic, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1588
Canvas Printers Ltd.,1948,Active,"Parvin Akter, Director","Akash Plaza, House # 21, Road # D/7, Sector # 09, Uttara, Dhaka","Belma Dairy Farm, Ashulia, Dhaka",01857200091,,mostafakk1970@gmail.com,,"Barcode Label, all kinds of printed label, care label, Hangtag, Photo Card, Back Board, Box, Tharmal Paper, ATM, POS Roll",https://www.bgapmea.org/index.php/member/member_details/1582
Confidence Thread & Accessories (Pvt.) Ltd.,278,Active,"Md. Kamruzzaman, Managing Director","Apt # 2B, House #B/153, Road # 22 (2nd & 5th fl), New DOHS, Mohakhali, Dhaka","Tatlab, Ariab, Rupgonj, Narayanganj","8711587, 01911342072",8711587,confidence@confibd.com,www.confibd.com,"Poly Bag, Sewing Thread, Photo Card Drawstring, Carton Sticker, Back Board, Neck Board, Tissue Paper, Logo sticker etc.",https://www.bgapmea.org/index.php/member/member_details/144
Alien Weaving Factory Ltd.,1102,Active,"Mr. Muhammad Sifur Rahman, Managing Director","House # 16, Road # 11, Sector # 01, Uttara, Dhaka","27, Kathaldia, Nishat nagor, Tongi, Gazipur.","9816826, Cell: 01921204264, 01911801492",,alien@alienbd.net,,"Various Twill Tape, Belt, Crochet Elastic.",https://www.bgapmea.org/index.php/member/member_details/43
Expo Link Industry Ltd.,1831,Active,"A. Z. M. Kamrul Hamid, Chairman","Plot # 30, Sector # 04, Uttara EPZ, Shangalshi, Nilphamari","Plot # 30, Sector # 04, Uttara EPZ, Shangalshi, Nilphamari",01776654727,,expolink17@gmail.com,,"Label paper/Paper label, Self Adhesive paper, BOPP, Gum tape, packaging tape, Double side tape, paper board, Back Board, Photo in lay, Hang Tag, Price Tag, Tissue Paper, Glassing Paper, Care Label, Bar Code, Zipper, Elastic, Sewing Thread & Sewing Cone",https://www.bgapmea.org/index.php/member/member_details/1512
Adhipress Bangladesh Ltd.,1965,Active,"Mohammad Sazzad Hossain, Director","57, Uday Tower (3rd floor), Gulshan Avenue, Gulshan-1, Dhaka","Durgapur (Sarkarbari), Zirabo, Ashulia, Savar, Dhaka-1341",01713090305,,sazzad.hossain@ap.averydession.com,,"Sticker, Ticket",https://www.bgapmea.org/index.php/member/member_details/1604
Advanced Carton Industries Ltd.,945,Active,"Mr. A. K. M. Nuruzzaman, Chairman","House # 02 (4th floor), Road # 13/B, Sector # 10, Uttara Model Town, Dhaka-1230","Dhaladia, Rajabari, Sreepur, Gazipur","01824569569, 01711149327",,info@cosmolabel.com,www.cosmogroupbd.com,"Corrugated Carton, Back board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/29
Alfis Limited,242,Active,"Ahmed Kabir, Managing Director","12, Outer Circular Road, Ashrafi Bhaban, Rajarbagh, Dhaka.","China Shukhaniya, Vawal Rajabari, Sreepur, Gazipur.","9353021-25, 01711344813",8316309,alfisltd@gmail.com,,"Plain Elastic, Design Elastic, Woven Tape// Crochet tape, Back Board, Neck Board, Tissue Paper, Butterfly, Collar Insert.",https://www.bgapmea.org/index.php/member/member_details/42
Artistic Associates Ltd.,607,Active,"Mr. Arif Mahmud, Managing Director","House # 2/1, Road # 5, Block # A, Nayanagar, Nishatnagar, Turag, Dhaka","House # 2/1, Road # 5, Block # A, Nayanagar, Nishatnagar, Turag, Dhaka","8982156-57, 01713030757",,artisticpackaging@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Paper Band, Photocard, Barcode, Sticker.",https://www.bgapmea.org/index.php/member/member_details/73
Faith & Future Industries Ltd.,1192,Active,"Md. Zafar Chowdhury, Managing Director","Gazipur B.O.F, Gazipur Sadar, Gazipur","Gazipur B.O.F, Gazipur Sadar, Gazipur","01713036454, 01715462004",,"zafarchy@hotmail.com, faithandfuture01@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag.",https://www.bgapmea.org/index.php/member/member_details/227
Classic Zone (BD) Ltd.,2061,Active,"Golam Mohammad, Managing Director","House-120, Road-12, Sector-10, Uttara, Dhaka-1230","Dokkhin Gazirchat, Uttar Gazirchat, Ashulia, Dhaka-1349",01712605016,,classiczonebdltd@gmail.com,,"Gum Tape, Twill Tape, Poly Bag, Hang Tag, Scotch Tape, Clips, Label",https://www.bgapmea.org/index.php/member/member_details/1690
Babylon Trims Ltd.,597,Active,"Abdus Salam Sikder, Managing Director","2-B/1, Darussalam Road, Mirpur, Dhaka-1216","Kandi Boilapur, Horindhara, Tetulzhora, Hemayetpur, Savar, Dhaka",8023495-6,8015128,"babylon@babylon-bd.com, salam@babylon-bd.com",www.babylon-bd.com,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, photo in lay, Collar Insert., Photocard etc.",https://www.bgapmea.org/index.php/member/member_details/90
AKH Trims Ltd.,901,Active,"Mohammad Firoz Uddin , Director","AKH Tower,133-134, Hemayetpur, Savar, Dhaka","Harindhara, Tenary Rd., Hemayetpur, Savar, Dhaka","7744001-8, 01713043259",8155640,firoz@akhfashions.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Sewing Thread, Poly Bag, Hanger.",https://www.bgapmea.org/index.php/member/member_details/37
APS Paper Works Ltd.,577,Active,"Muaz Bin Masud , Chairman","107, Paper Mill Road, Abdullapur, Uttara, Dhaka .","Kamargaon, Pubail, Gazipur Sadar, Gazipur","Tel: 9815936, Cell: 01711530772",Fax: 9815936,carton@aps-group.org,,Corrugated Carton.,https://www.bgapmea.org/index.php/member/member_details/68
Banani Lace Industries,1409,Active,"Anayet Ullah, Proprietor","57, Malitola Road, Bangshal, Dhaka","38/7, Bamail, Sarulia, Demra, Dhaka",01711532474,9557073,,,"Polyster, Drawstring, Band Elastic, Elastic Cotton, Twill tap, Nylon Tap, Coning",https://www.bgapmea.org/index.php/member/member_details/1019
Fairway Trims,2046,Active,"Arif Uddin Pranto, Proprietor","Zirabo, Ashulia, Savar, Dhaka","Zirabo, Ashulia, Savar, Dhaka",01670705555,,arifuddinpranto@gmail.com,,"Hang Tag, Printed Fabric Label, Woven Label, Photo Card, Neck Board, Back Board, Photo Inlay, Barcode Sticker, Price Sticker",https://www.bgapmea.org/index.php/member/member_details/1667
DZN Labels Ltd.,1329,Active,"Munir Enayet Mallik , Country Director","265, Tejgaon I/A, Dhaka-1208","74-77, Barenda, Kashimpur, Gazipur Sadar, Gazipur-1700","8879112, 01713040401",,infobd@dizaynetiket.com,,"Woven Labels, Printed Labels Screen Print",https://www.bgapmea.org/index.php/member/member_details/964
